epoch: 1, time: 01:44, lr_model: 1.00e+00, lr_wav2vec: 1.00e-04 - train loss: 1.38 - valid loss: 6.61e-01, valid CER: 14.13, valid WER: 36.50
epoch: 31, time: 01:16, lr_model: 1.80e-02, lr_wav2vec: 1.50e-05 - train loss: 9.43e-02 - valid loss: 7.67e-01, valid CER: 9.27, valid WER: 24.08
epoch: 32, time: 01:14, lr_model: 1.44e-02, lr_wav2vec: 1.35e-05 - train loss: 8.69e-02 - valid loss: 7.68e-01, valid CER: 9.15, valid WER: 23.65
epoch: 33, time: 02:38, lr_model: 1.15e-02, lr_wav2vec: 1.22e-05 - train loss: 8.73e-02 - valid loss: 7.61e-01, valid CER: 9.25, valid WER: 23.70
epoch: 34, time: 01:47, lr_model: 1.15e-02, lr_wav2vec: 1.22e-05 - train loss: 8.36e-02 - valid loss: 7.63e-01, valid CER: 9.32, valid WER: 24.16
epoch: 35, time: 01:12, lr_model: 9.22e-03, lr_wav2vec: 1.09e-05 - train loss: 8.65e-02 - valid loss: 7.84e-01, valid CER: 9.21, valid WER: 24.12
epoch: 36, time: 01:11, lr_model: 7.38e-03, lr_wav2vec: 9.85e-06 - train loss: 7.75e-02 - valid loss: 7.81e-01, valid CER: 9.15, valid WER: 23.82
epoch: 37, time: 01:11, lr_model: 7.38e-03, lr_wav2vec: 9.85e-06 - train loss: 8.45e-02 - valid loss: 7.74e-01, valid CER: 9.21, valid WER: 23.95
epoch: 38, time: 01:11, lr_model: 7.38e-03, lr_wav2vec: 9.85e-06 - train loss: 7.55e-02 - valid loss: 8.01e-01, valid CER: 9.13, valid WER: 23.06
epoch: 39, time: 01:11, lr_model: 5.90e-03, lr_wav2vec: 8.86e-06 - train loss: 7.62e-02 - valid loss: 7.95e-01, valid CER: 9.05, valid WER: 22.59
epoch: 40, time: 01:10, lr_model: 5.90e-03, lr_wav2vec: 8.86e-06 - train loss: 8.41e-02 - valid loss: 7.80e-01, valid CER: 9.09, valid WER: 23.27
epoch: 41, time: 01:11, lr_model: 5.90e-03, lr_wav2vec: 8.86e-06 - train loss: 7.96e-02 - valid loss: 7.85e-01, valid CER: 9.22, valid WER: 23.23
epoch: 42, time: 01:11, lr_model: 4.72e-03, lr_wav2vec: 7.98e-06 - train loss: 8.05e-02 - valid loss: 7.95e-01, valid CER: 9.20, valid WER: 23.40
epoch: 43, time: 01:11, lr_model: 3.78e-03, lr_wav2vec: 7.18e-06 - train loss: 6.88e-02 - valid loss: 7.98e-01, valid CER: 9.19, valid WER: 23.57
epoch: 44, time: 01:10, lr_model: 3.02e-03, lr_wav2vec: 6.46e-06 - train loss: 7.17e-02 - valid loss: 7.97e-01, valid CER: 9.24, valid WER: 23.95
epoch: 45, time: 01:10, lr_model: 2.42e-03, lr_wav2vec: 5.81e-06 - train loss: 7.57e-02 - valid loss: 7.99e-01, valid CER: 9.15, valid WER: 23.91
Epoch loaded: 39 - test loss: 6.89e-01, test CER: 8.84, test WER: 22.42
