epoch: 1, time: 00:23, lr_model: 1.00e+00, lr_wav2vec: 1.00e-04 - train loss: 1.96 - valid loss: 6.69e-01, valid CER: 15.39, valid WER: 40.46
epoch: 14, time: 00:32, lr_model: 2.62e-01, lr_wav2vec: 5.31e-05 - train loss: 1.62e-01 - valid loss: 5.10e-01, valid CER: 9.64, valid WER: 25.99
epoch: 15, time: 00:32, lr_model: 2.62e-01, lr_wav2vec: 5.31e-05 - train loss: 1.23e-01 - valid loss: 5.27e-01, valid CER: 10.00, valid WER: 26.81
epoch: 16, time: 00:31, lr_model: 2.10e-01, lr_wav2vec: 4.78e-05 - train loss: 1.54e-01 - valid loss: 5.44e-01, valid CER: 9.85, valid WER: 26.64
epoch: 17, time: 00:32, lr_model: 1.68e-01, lr_wav2vec: 4.30e-05 - train loss: 1.16e-01 - valid loss: 5.57e-01, valid CER: 9.77, valid WER: 26.48
epoch: 18, time: 00:32, lr_model: 1.34e-01, lr_wav2vec: 3.87e-05 - train loss: 1.42e-01 - valid loss: 5.65e-01, valid CER: 9.44, valid WER: 25.99
epoch: 19, time: 00:32, lr_model: 1.07e-01, lr_wav2vec: 3.49e-05 - train loss: 1.01e-01 - valid loss: 5.52e-01, valid CER: 9.97, valid WER: 26.64
epoch: 20, time: 00:31, lr_model: 1.07e-01, lr_wav2vec: 3.49e-05 - train loss: 1.15e-01 - valid loss: 5.57e-01, valid CER: 9.41, valid WER: 25.33
epoch: 21, time: 00:31, lr_model: 8.59e-02, lr_wav2vec: 3.14e-05 - train loss: 1.18e-01 - valid loss: 5.43e-01, valid CER: 9.21, valid WER: 24.84
epoch: 22, time: 00:31, lr_model: 8.59e-02, lr_wav2vec: 3.14e-05 - train loss: 8.74e-02 - valid loss: 5.40e-01, valid CER: 9.36, valid WER: 23.85
epoch: 23, time: 00:32, lr_model: 8.59e-02, lr_wav2vec: 3.14e-05 - train loss: 1.51e-01 - valid loss: 5.36e-01, valid CER: 9.16, valid WER: 23.68
epoch: 24, time: 00:31, lr_model: 8.59e-02, lr_wav2vec: 3.14e-05 - train loss: 9.24e-02 - valid loss: 5.59e-01, valid CER: 9.44, valid WER: 25.99
epoch: 25, time: 00:32, lr_model: 6.87e-02, lr_wav2vec: 2.82e-05 - train loss: 1.02e-01 - valid loss: 5.64e-01, valid CER: 9.39, valid WER: 24.51
epoch: 26, time: 00:31, lr_model: 5.50e-02, lr_wav2vec: 2.54e-05 - train loss: 8.31e-02 - valid loss: 5.82e-01, valid CER: 9.08, valid WER: 24.01
epoch: 27, time: 00:32, lr_model: 4.40e-02, lr_wav2vec: 2.29e-05 - train loss: 7.72e-02 - valid loss: 5.76e-01, valid CER: 9.36, valid WER: 24.34
epoch: 28, time: 00:31, lr_model: 4.40e-02, lr_wav2vec: 2.29e-05 - train loss: 9.31e-02 - valid loss: 5.66e-01, valid CER: 9.36, valid WER: 25.16
epoch: 29, time: 00:32, lr_model: 4.40e-02, lr_wav2vec: 2.29e-05 - train loss: 8.12e-02 - valid loss: 5.63e-01, valid CER: 9.31, valid WER: 25.33
epoch: 30, time: 00:31, lr_model: 4.40e-02, lr_wav2vec: 2.29e-05 - train loss: 7.07e-02 - valid loss: 5.94e-01, valid CER: 9.49, valid WER: 25.82
epoch: 31, time: 00:30, lr_model: 3.52e-02, lr_wav2vec: 2.06e-05 - train loss: 7.03e-02 - valid loss: 6.00e-01, valid CER: 9.21, valid WER: 24.67
epoch: 32, time: 00:30, lr_model: 2.81e-02, lr_wav2vec: 1.85e-05 - train loss: 7.42e-02 - valid loss: 5.77e-01, valid CER: 9.01, valid WER: 24.18
epoch: 33, time: 00:31, lr_model: 2.81e-02, lr_wav2vec: 1.85e-05 - train loss: 6.99e-02 - valid loss: 5.97e-01, valid CER: 9.13, valid WER: 24.67
epoch: 34, time: 00:30, lr_model: 2.25e-02, lr_wav2vec: 1.67e-05 - train loss: 7.49e-02 - valid loss: 5.84e-01, valid CER: 8.96, valid WER: 23.52
epoch: 35, time: 00:31, lr_model: 2.25e-02, lr_wav2vec: 1.67e-05 - train loss: 6.87e-02 - valid loss: 5.69e-01, valid CER: 9.03, valid WER: 24.18
epoch: 36, time: 00:31, lr_model: 2.25e-02, lr_wav2vec: 1.67e-05 - train loss: 7.12e-02 - valid loss: 5.71e-01, valid CER: 8.83, valid WER: 23.52
epoch: 37, time: 00:30, lr_model: 1.80e-02, lr_wav2vec: 1.50e-05 - train loss: 7.35e-02 - valid loss: 5.68e-01, valid CER: 8.88, valid WER: 23.68
epoch: 38, time: 00:31, lr_model: 1.80e-02, lr_wav2vec: 1.50e-05 - train loss: 6.76e-02 - valid loss: 5.73e-01, valid CER: 8.98, valid WER: 23.52
epoch: 39, time: 00:30, lr_model: 1.44e-02, lr_wav2vec: 1.35e-05 - train loss: 6.53e-02 - valid loss: 6.15e-01, valid CER: 9.13, valid WER: 24.01
epoch: 40, time: 00:30, lr_model: 1.15e-02, lr_wav2vec: 1.22e-05 - train loss: 8.21e-02 - valid loss: 5.81e-01, valid CER: 8.83, valid WER: 23.19
epoch: 41, time: 00:29, lr_model: 1.15e-02, lr_wav2vec: 1.22e-05 - train loss: 5.88e-02 - valid loss: 5.72e-01, valid CER: 8.85, valid WER: 22.53
epoch: 42, time: 00:30, lr_model: 1.15e-02, lr_wav2vec: 1.22e-05 - train loss: 5.38e-02 - valid loss: 6.01e-01, valid CER: 9.06, valid WER: 22.86
epoch: 43, time: 00:30, lr_model: 9.22e-03, lr_wav2vec: 1.09e-05 - train loss: 7.67e-02 - valid loss: 5.84e-01, valid CER: 8.75, valid WER: 23.03
epoch: 44, time: 00:31, lr_model: 9.22e-03, lr_wav2vec: 1.09e-05 - train loss: 5.01e-02 - valid loss: 5.88e-01, valid CER: 8.83, valid WER: 23.36
epoch: 45, time: 00:32, lr_model: 7.38e-03, lr_wav2vec: 9.85e-06 - train loss: 5.95e-02 - valid loss: 5.88e-01, valid CER: 8.80, valid WER: 23.03
Epoch loaded: 41 - test loss: 5.29e-01, test CER: 8.01, test WER: 21.17
